,id,sales
118,3001006,0.7419654
119,3001007,67.86916
120,3001008,2.3286192
121,3001009,41.47921
122,3001010,0.7419654
123,3001011,21.50364
124,3001012,114.00615
125,3001013,0.7419654
126,3001014,0.7419654
127,3001015,671.24005
128,3001016,0.0
129,3001017,7876.995
130,3001018,95.44131
131,3001019,0.7419654
132,3001020,0.0
133,3001021,0.0
134,3001022,24.145433
135,3001023,6218.806
136,3001024,2.7484596
137,3001025,282.03934
138,3001026,2.7484596
139,3001027,2062.697
140,3001028,1424.7327
141,3001029,119.36901
142,3001030,0.0
143,3001031,0.0
144,3001032,7500.3716
145,3001033,2.7484596
146,3001034,2.7484596
147,3001035,24.145433
148,3001036,6.267791
149,3001037,2.7484596
150,3001038,127.93972
151,3001039,2.7484596
152,3001040,70.55621
153,3001041,39.69573
154,3001042,69.165245
155,3001043,2.7484596
156,3001044,23.510134
157,3001045,208.86592
158,3001046,2.7484596
159,3001047,2.7484596
160,3001048,0.0
161,3001049,0.0
162,3001050,7915.686
163,3001051,98.12837
164,3001052,2.7484596
165,3001053,0.0
166,3001054,0.0
167,3001055,7.6358695
168,3001056,5813.833
169,3001057,6.262733
170,3001058,278.57474
171,3001059,6.262733
172,3001060,2028.2513
173,3001061,1345.8903
174,3001062,85.653175
175,3001063,10.622807
176,3001064,10.622807
177,3001065,7567.4717
178,3001066,6.262733
179,3001067,6.262733
180,3001068,7.6358695
181,3001069,0.0
182,3001070,6.262733
183,3001071,165.59254
184,3001072,6.262733
185,3001073,93.82697
186,3001074,0.0
187,3001075,54.18507
188,3001076,6.262733
189,3001077,31.634352
190,3001078,85.653175
191,3001079,6.262733
192,3001080,6.262733
193,3001081,0.0
194,3001082,0.0
195,3001083,11133.28
196,3001084,121.39915
197,3001085,6.262733
198,3001086,0.0
199,3001087,0.0
200,3001088,11.825242
201,3001089,5812.87
202,3001090,6.12327
203,3001091,236.93768
204,3001092,6.12327
205,3001093,2026.2744
206,3001094,1390.9135
207,3001095,211.83098
208,3001096,0.0
209,3001097,0.0
210,3001098,7591.3286
211,3001099,6.12327
212,3001100,6.12327
213,3001101,11.825242
214,3001102,0.0
215,3001103,6.12327
216,3001104,78.37544
217,3001105,6.12327
218,3001106,58.23599
219,3001107,0.0
220,3001108,40.035103
221,3001109,6.12327
222,3001110,42.170166
223,3001111,123.88546
224,3001112,6.12327
225,3001113,6.12327
226,3001114,0.0
227,3001115,0.0
228,3001116,7659.369
229,3001117,85.80815
230,3001118,6.12327
231,3001119,0.0
232,3001120,0.0
233,3001121,18.79652
234,3001122,6171.5117
235,3001123,5.4041505
236,3001124,418.73087
237,3001125,5.4041505
238,3001126,2242.3223
239,3001127,1566.3397
240,3001128,224.17667
241,3001129,27.112392
242,3001130,27.112392
243,3001131,8391.428
244,3001132,5.4041505
245,3001133,5.4041505
246,3001134,18.79652
247,3001135,53.504074
248,3001136,5.4041505
249,3001137,214.69745
250,3001138,5.4041505
251,3001139,166.92397
252,3001140,52.251945
253,3001141,138.04004
254,3001142,5.4041505
255,3001143,22.510315
256,3001144,325.27917
257,3001145,5.4041505
258,3001146,5.4041505
259,3001147,799.8375
260,3001148,27.112392
261,3001149,12513.485
262,3001150,151.8823
263,3001151,5.4041505
264,3001152,0.0
265,3001153,0.0
266,3001154,21.041698
267,3001155,6291.331
268,3001156,3.9735584
269,3001157,383.3105
270,3001158,3.9735584
271,3001159,2085.13
272,3001160,1987.8823
273,3001161,184.87505
274,3001162,25.750254
275,3001163,25.750254
276,3001164,8213.336
277,3001165,3.9735584
278,3001166,3.9735584
279,3001167,21.041698
280,3001168,61.10451
281,3001169,3.9735584
282,3001170,179.87306
283,3001171,3.9735584
284,3001172,118.263084
285,3001173,59.852383
286,3001174,144.4353
287,3001175,3.9735584
288,3001176,33.3121
289,3001177,186.42648
290,3001178,3.9735584
291,3001179,3.9735584
292,3001180,164.26282
293,3001181,12.869044
294,3001182,5470.331
295,3001183,103.22144
296,3001184,3.9735584
297,3001185,0.0
298,3001186,0.0
299,3001187,38.459084
300,3001188,5850.21
301,3001189,5.4355173
302,3001190,401.0142
303,3001191,5.4355173
304,3001192,2043.7727
305,3001193,1688.9762
306,3001194,148.33997
307,3001195,32.457085
308,3001196,32.457085
309,3001197,8146.315
310,3001198,5.4355173
311,3001199,5.4355173
312,3001200,38.459084
313,3001201,73.89165
314,3001202,5.4355173
315,3001203,189.44153
316,3001204,5.4355173
317,3001205,136.19621
318,3001206,73.89165
319,3001207,144.63045
320,3001208,5.4355173
321,3001209,0.0
322,3001210,247.26082
323,3001211,5.4355173
324,3001212,5.4355173
325,3001213,908.6491
326,3001214,32.457085
327,3001215,5141.8564
328,3001216,125.38183
329,3001217,5.4355173
330,3001218,0.0
331,3001219,0.0
332,3001220,20.028643
333,3001221,6385.7905
334,3001222,0.0
335,3001223,290.93152
336,3001224,0.0
337,3001225,2041.6187
338,3001226,1504.898
339,3001227,162.02182
340,3001228,0.0
341,3001229,0.0
342,3001230,8044.4414
343,3001231,0.0
344,3001232,0.0
345,3001233,20.028643
346,3001234,66.78613
347,3001235,0.0
348,3001236,173.53311
349,3001237,0.0
350,3001238,114.32257
351,3001239,23.191233
352,3001240,131.51056
353,3001241,0.0
354,3001242,13.133485
355,3001243,159.34602
356,3001244,0.0
357,3001245,0.0
358,3001246,0.0
359,3001247,0.0
360,3001248,8026.8325
361,3001249,141.8947
362,3001250,0.0
363,3001251,0.0
364,3001252,0.0
365,3001253,0.0
366,3001254,5496.492
367,3001255,0.0
368,3001256,343.50534
369,3001257,0.0
370,3001258,1808.7141
371,3001259,563.5433
372,3001260,148.07407
373,3001261,5.0213423
374,3001262,5.0213423
375,3001263,6896.6675
376,3001264,0.0
377,3001265,0.0
378,3001266,0.0
379,3001267,0.0
380,3001268,0.0
381,3001269,89.066185
382,3001270,0.0
383,3001271,94.76795
384,3001272,0.0
385,3001273,78.30218
386,3001274,0.0
387,3001275,56.901897
388,3001276,244.81366
389,3001277,0.0
390,3001278,0.0
391,3001279,19.062344
392,3001280,0.0
393,3001281,7697.391
394,3001282,79.726295
395,3001283,0.0
396,3001284,0.0
397,3001285,0.0
398,3001286,36.913578
399,3001287,6268.4414
400,3001288,0.0
401,3001289,426.73322
402,3001290,0.0
403,3001291,2133.446
404,3001292,1848.6539
405,3001293,216.98477
406,3001294,21.059822
407,3001295,21.059822
408,3001296,8427.323
409,3001297,0.0
410,3001298,0.0
411,3001299,36.913578
412,3001300,60.296158
413,3001301,0.0
414,3001302,162.49937
415,3001303,0.0
416,3001304,113.689896
417,3001305,59.04403
418,3001306,123.06469
419,3001307,0.0
420,3001308,29.009464
421,3001309,318.68454
422,3001310,0.0
423,3001311,0.0
424,3001312,90.716194
425,3001313,0.0
426,3001314,7776.881
427,3001315,111.16911
428,3001316,0.0
429,3001317,0.0
430,3001318,0.0
431,3001319,31.883156
432,3001320,6408.879
433,3001321,0.9115586
434,3001322,491.13107
435,3001323,0.9115586
436,3001324,2404.979
437,3001325,1693.9095
438,3001326,264.44214
439,3001327,44.3782
440,3001328,44.3782
441,3001329,8719.581
442,3001330,0.9115586
443,3001331,0.9115586
444,3001332,31.883156
445,3001333,63.028778
446,3001334,0.9115586
447,3001335,250.82388
448,3001336,0.9115586
449,3001337,188.05684
450,3001338,61.77665
451,3001339,151.74391
452,3001340,0.9115586
453,3001341,26.295397
454,3001342,264.44214
455,3001343,0.9115586
456,3001344,43.12274
457,3001345,0.0
458,3001346,11.9217
459,3001347,7961.6504
460,3001348,173.0152
461,3001349,0.9115586
462,3001350,0.0
463,3001351,0.0
464,3001352,12.450811
465,3001353,6217.5293
466,3001354,0.0
467,3001355,448.85226
468,3001356,0.0
469,3001357,2137.9368
470,3001358,1570.3761
471,3001359,225.19107
472,3001360,20.65939
473,3001361,20.65939
474,3001362,7851.033
475,3001363,0.0
476,3001364,0.0
477,3001365,12.450811
478,3001366,47.158356
479,3001367,0.0
480,3001368,234.9044
481,3001369,0.0
482,3001370,174.02159
483,3001371,12.450811
484,3001372,145.3544
485,3001373,0.0
486,3001374,10.948859
487,3001375,225.19107
488,3001376,0.0
489,3001377,0.0
490,3001378,9.633797
491,3001379,20.65939
492,3001380,11470.495
493,3001381,167.07228
494,3001382,0.0
495,3001383,0.0
496,3001384,0.0
497,3001385,0.0
498,3001386,5812.121
499,3001387,0.0
500,3001388,429.4855
501,3001389,0.0
502,3001390,2074.588
503,3001391,585.33234
504,3001392,174.95558
505,3001393,9.601637
506,3001394,9.601637
507,3001395,6679.3525
508,3001396,0.0
509,3001397,0.0
510,3001398,0.0
511,3001399,14.203146
512,3001400,0.0
513,3001401,152.79633
514,3001402,0.0
515,3001403,92.04109
516,3001404,12.951021
517,3001405,123.69592
518,3001406,0.0
519,3001407,44.38061
520,3001408,276.0582
521,3001409,0.0
522,3001410,0.0
523,3001411,0.0
524,3001412,2.4394433
525,3001413,11114.013
526,3001414,76.99946
527,3001415,0.0
528,3001416,0.0
529,3001417,0.0
530,3001418,0.0
531,3001419,5848.6724
532,3001420,0.0
533,3001421,426.38214
534,3001422,0.0
535,3001423,2037.8345
536,3001424,579.6933
537,3001425,136.08917
538,3001426,18.521477
539,3001427,18.521477
540,3001428,6303.781
541,3001429,0.0
542,3001430,0.0
543,3001431,0.0
544,3001432,5.5742097
545,3001433,0.0
546,3001434,128.12337
547,3001435,0.0
548,3001436,79.90021
549,3001437,4.322087
550,3001438,123.229126
551,3001439,0.0
552,3001440,2.5838058
553,3001441,137.64061
554,3001442,0.0
555,3001443,0.0
556,3001444,0.0
557,3001445,11.679232
558,3001446,13163.915
559,3001447,64.85856
560,3001448,0.0
561,3001449,0.0
562,3001450,0.0
563,3001451,0.0
564,3001452,6354.78
565,3001453,0.0
566,3001454,510.6897
567,3001455,0.0
568,3001456,2035.7844
569,3001457,626.64575
570,3001458,131.48094
571,3001459,22.007936
572,3001460,22.007936
573,3001461,6304.398
574,3001462,0.0
575,3001463,0.0
576,3001464,0.0
577,3001465,0.0
578,3001466,0.0
579,3001467,193.51709
580,3001468,0.0
581,3001469,66.13173
582,3001470,0.0
583,3001471,108.69609
584,3001472,0.0
585,3001473,15.230594
586,3001474,131.48094
587,3001475,0.0
588,3001476,0.0
589,3001477,0.0
590,3001478,15.165703
591,3001479,12749.451
592,3001480,77.76603
593,3001481,0.0
594,3001482,0.0
595,3001483,0.0
596,3001484,0.0
597,3001485,5897.605
598,3001486,0.0
599,3001487,429.09097
600,3001488,0.0
601,3001489,2048.3098
602,3001490,598.94763
603,3001491,196.23218
604,3001492,17.996393
605,3001493,17.996393
606,3001494,6459.807
607,3001495,0.0
608,3001496,0.0
609,3001497,0.0
610,3001498,28.438444
611,3001499,0.0
612,3001500,156.19371
613,3001501,0.0
614,3001502,120.870895
615,3001503,28.438444
616,3001504,143.00453
617,3001505,0.0
618,3001506,32.723846
619,3001507,292.97174
620,3001508,0.0
621,3001509,0.0
622,3001510,739.39215
623,3001511,9.560628
624,3001512,11715.475
625,3001513,74.564964
626,3001514,0.0
627,3001515,0.0
628,3001516,0.0
629,3001517,0.0
630,3001518,6010.896
631,3001519,1.6727126
632,3001520,526.74554
633,3001521,1.6727126
634,3001522,2037.7809
635,3001523,659.7597
636,3001524,214.82501
637,3001525,24.996595
638,3001526,24.996595
639,3001527,6977.4634
640,3001528,1.6727126
641,3001529,1.6727126
642,3001530,0.0
643,3001531,15.917236
644,3001532,1.6727126
645,3001533,218.39314
646,3001534,1.6727126
647,3001535,149.47575
648,3001536,14.665108
649,3001537,126.08364
650,3001538,1.6727126
651,3001539,18.219246
652,3001540,311.56442
653,3001541,1.6727126
654,3001542,1.6727126
655,3001543,94.06656
656,3001544,18.154352
657,3001545,13088.561
658,3001546,102.642075
659,3001547,1.6727126
660,3001548,0.0
661,3001549,0.0
662,3001550,36.051598
663,3001551,6577.4844
664,3001552,0.49342617
665,3001553,500.47256
666,3001554,0.49342617
667,3001555,2327.789
668,3001556,2035.9558
669,3001557,222.67874
670,3001558,28.323248
671,3001559,28.323248
672,3001560,8146.396
673,3001561,0.49342617
674,3001562,0.49342617
675,3001563,36.051598
676,3001564,85.879326
677,3001565,0.49342617
678,3001566,205.8046
679,3001567,0.49342617
680,3001568,117.74272
681,3001569,54.67207
682,3001570,176.27946
683,3001571,0.49342617
684,3001572,51.02692
685,3001573,222.67874
686,3001574,0.49342617
687,3001575,0.49342617
688,3001576,43.24817
689,3001577,17.529526
690,3001578,8301.986
691,3001579,107.98782
692,3001580,0.49342617
693,3001581,0.0
694,3001582,0.0
695,3001583,34.460968
696,3001584,6456.994
697,3001585,0.0
698,3001586,463.16122
699,3001587,0.0
700,3001588,2207.2986
701,3001589,2004.7662
702,3001590,199.86047
703,3001591,26.732615
704,3001592,26.732615
705,3001593,8033.0215
706,3001594,0.0
707,3001595,0.0
708,3001596,34.460968
709,3001597,84.288704
710,3001598,0.0
711,3001599,189.17232
712,3001600,0.0
713,3001601,126.96652
714,3001602,40.693737
715,3001603,179.02974
716,3001604,0.0
717,3001605,28.208666
718,3001606,289.3576
719,3001607,0.0
720,3001608,0.0
721,3001609,16.780704
722,3001610,26.732615
723,3001611,8188.6074
724,3001612,116.152084
725,3001613,0.0
726,3001614,7.268274
727,3001615,7.268274
728,3001616,4.073237
729,3001617,6841.8623
730,3001618,0.0
731,3001619,612.85815
732,3001620,0.0
733,3001621,2461.7856
734,3001622,776.7534
735,3001623,213.35542
736,3001624,87.809586
737,3001625,87.809586
738,3001626,7299.679
739,3001627,0.0
740,3001628,0.0
741,3001629,4.073237
742,3001630,60.013214
743,3001631,0.0
744,3001632,276.3957
745,3001633,0.0
746,3001634,153.17462
747,3001635,60.013214
748,3001636,231.71585
749,3001637,0.0
750,3001638,8.956467
751,3001639,213.35542
752,3001640,0.0
753,3001641,0.0
754,3001642,579.27545
755,3001643,76.25673
756,3001644,13467.938
757,3001645,87.72143
758,3001646,0.0
759,3001647,0.0
760,3001648,0.0
761,3001649,0.0
762,3001650,6162.723
763,3001651,0.0
764,3001652,352.53787
765,3001653,0.0
766,3001654,2046.4275
767,3001655,1584.5955
768,3001656,66.09402
769,3001657,29.336483
770,3001658,29.336483
771,3001659,7355.7344
772,3001660,0.0
773,3001661,0.0
774,3001662,0.0
775,3001663,35.300396
776,3001664,0.0
777,3001665,174.13501
778,3001666,0.0
779,3001667,105.341934
780,3001668,0.0
781,3001669,130.0415
782,3001670,0.0
783,3001671,0.0
784,3001672,67.645454
785,3001673,0.0
786,3001674,0.0
787,3001675,0.0
788,3001676,16.45527
789,3001677,13375.812
790,3001678,90.3003
791,3001679,0.0
792,3001680,0.0
793,3001681,0.0
794,3001682,40.76576
795,3001683,6142.1875
796,3001684,9.79416
797,3001685,505.5857
798,3001686,9.79416
799,3001687,2282.8557
800,3001688,1762.2739
801,3001689,229.8379
802,3001690,53.260784
803,3001691,53.260784
804,3001692,8683.92
805,3001693,9.79416
806,3001694,9.79416
807,3001695,40.76576
808,3001696,79.26849
809,3001697,9.79416
810,3001698,245.4742
811,3001699,9.79416
812,3001700,178.47992
813,3001701,35.673553
814,3001702,179.34872
815,3001703,9.79416
816,3001704,29.983612
817,3001705,343.1434
818,3001706,9.79416
819,3001707,9.79416
820,3001708,883.9076
821,3001709,53.260784
822,3001710,8009.2295
823,3001711,210.2793
824,3001712,9.79416
825,3001713,0.0
826,3001714,0.0
827,3001715,7.949172
828,3001716,6165.2324
829,3001717,0.0
830,3001718,325.81204
831,3001719,0.0
832,3001720,2024.2537
833,3001721,1554.0581
834,3001722,46.64997
835,3001723,22.250359
836,3001724,22.250359
837,3001725,7339.842
838,3001726,0.0
839,3001727,0.0
840,3001728,7.949172
841,3001729,15.856371
842,3001730,0.0
843,3001731,143.87654
844,3001732,0.0
845,3001733,85.89789
846,3001734,14.604247
847,3001735,118.81503
848,3001736,0.0
849,3001737,0.0
850,3001738,136.14693
851,3001739,0.0
852,3001740,0.0
853,3001741,0.0
854,3001742,9.36915
855,3001743,13347.532
856,3001744,70.856255
857,3001745,0.0
858,3001746,0.0
859,3001747,0.0
860,3001748,27.233204
861,3001749,6099.317
862,3001750,6.070569
863,3001751,319.1534
864,3001752,6.070569
865,3001753,2207.1777
866,3001754,1472.3269
867,3001755,164.01263
868,3001756,20.076387
869,3001757,20.076387
870,3001758,8086.0264
871,3001759,6.070569
872,3001760,6.070569
873,3001761,27.233204
874,3001762,0.0
875,3001763,6.070569
876,3001764,156.6976
877,3001765,6.070569
878,3001766,111.76476
879,3001767,27.109068
880,3001768,42.90907
881,3001769,6.070569
882,3001770,27.394217
883,3001771,161.33684
884,3001772,6.070569
885,3001773,6.070569
886,3001774,62.629105
887,3001775,20.076387
888,3001776,12869.616
889,3001777,104.087036
890,3001778,6.070569
891,3001779,0.0
892,3001780,0.0
893,3001781,10.188421
894,3001782,5505.4536
895,3001783,0.0
896,3001784,292.12198
897,3001785,0.0
898,3001786,1749.5453
899,3001787,1666.8689
900,3001788,0.0
901,3001789,0.0
902,3001790,0.0
903,3001791,7422.4463
904,3001792,0.0
905,3001793,0.0
906,3001794,10.188421
907,3001795,0.0
908,3001796,0.0
909,3001797,84.90921
910,3001798,0.0
911,3001799,39.443474
912,3001800,0.0
913,3001801,51.38717
914,3001802,0.0
915,3001803,0.0
916,3001804,99.55672
917,3001805,0.0
918,3001806,0.0
919,3001807,0.0
920,3001808,0.0
921,3001809,11555.999
922,3001810,10.98743
923,3001811,0.0
924,3001812,0.0
925,3001813,0.0
926,3001814,11.842344
927,3001815,6356.558
928,3001816,0.0
929,3001817,418.31348
930,3001818,0.0
931,3001819,2053.649
932,3001820,1619.324
933,3001821,211.97762
934,3001822,41.63059
935,3001823,26.14353
936,3001824,7473.084
937,3001825,0.0
938,3001826,0.0
939,3001827,11.842344
940,3001828,49.620083
941,3001829,0.0
942,3001830,224.92966
943,3001831,0.0
944,3001832,159.58708
945,3001833,48.367954
946,3001834,144.36119
947,3001835,0.0
948,3001836,9.743774
949,3001837,313.0801
950,3001838,0.0
951,3001839,0.0
952,3001840,0.0
953,3001841,14.535898
954,3001842,12447.581
955,3001843,151.90933
956,3001844,0.0
957,3001845,0.0
958,3001846,0.0
959,3001847,11.996681
960,3001848,6397.556
961,3001849,0.0
962,3001850,538.91876
963,3001851,0.0
964,3001852,2248.8408
965,3001853,1901.8025
966,3001854,200.09708
967,3001855,20.591057
968,3001856,20.591057
969,3001857,8051.699
970,3001858,0.0
971,3001859,0.0
972,3001860,11.996681
973,3001861,55.12968
974,3001862,0.0
975,3001863,210.22926
976,3001864,0.0
977,3001865,158.65083
978,3001866,53.877552
979,3001867,144.68971
980,3001868,0.0
981,3001869,27.894007
982,3001870,301.19977
983,3001871,0.0
984,3001872,0.0
985,3001873,9.53157
986,3001874,11.070928
987,3001875,8090.7173
988,3001876,134.28244
989,3001877,0.0
990,3001878,0.0
991,3001879,0.0
992,3001880,30.168907
993,3001881,6193.107
994,3001882,22.96731
995,3001883,516.7285
996,3001884,22.96731
997,3001885,2067.6802
998,3001886,633.2438
999,3001887,0.0
1000,3001888,43.190582
1001,3001889,43.190582
1002,3001890,6929.183
1003,3001891,22.96731
1004,3001892,22.96731
1005,3001893,30.168907
1006,3001894,0.0
1007,3001895,22.96731
1008,3001896,0.0
1009,3001897,22.96731
1010,3001898,0.0
1011,3001899,44.70638
1012,3001900,0.0
1013,3001901,22.96731
1014,3001902,22.370998
1015,3001903,0.0
1016,3001904,22.96731
1017,3001905,22.96731
1018,3001906,84.40907
1019,3001907,37.6219
1020,3001908,13121.472
1021,3001909,0.0
1022,3001910,22.96731
1023,3001911,0.0
1024,3001912,0.0
1025,3001913,4.1929955
1026,3001914,5598.0474
1027,3001915,0.0
1028,3001916,520.6045
1029,3001917,0.0
1030,3001918,2007.3452
1031,3001919,591.13873
1032,3001920,247.5888
1033,3001921,12.958527
1034,3001922,12.958527
1035,3001923,6889.7583
1036,3001924,0.0
1037,3001925,0.0
1038,3001926,4.1929955
1039,3001927,49.83135
1040,3001928,0.0
1041,3001929,170.20834
1042,3001930,0.0
1043,3001931,115.25199
1044,3001932,48.57922
1045,3001933,157.82558
1046,3001934,0.0
1047,3001935,0.0
1048,3001936,150.84935
1049,3001937,0.0
1050,3001938,12.314752
1051,3001939,0.0
1052,3001940,4.5227637
1053,3001941,12626.785
1054,3001942,107.57425
1055,3001943,0.0
1056,3001944,0.0
1057,3001945,0.0
1058,3001946,54.257477
1059,3001947,6337.0024
1060,3001948,19.066042
1061,3001949,486.69623
1062,3001950,19.066042
1063,3001951,2295.5347
1064,3001952,1814.5275
1065,3001953,0.0
1066,3001954,62.532673
1067,3001955,62.532673
1068,3001956,8663.44
1069,3001957,19.066042
1070,3001958,19.066042
1071,3001959,54.257477
1072,3001960,0.0
1073,3001961,19.066042
1074,3001962,4.9341965
1075,3001963,19.066042
1076,3001964,0.0
1077,3001965,79.45814
1078,3001966,13.512542
1079,3001967,19.066042
1080,3001968,25.442366
1081,3001969,97.76801
1082,3001970,19.066042
1083,3001971,19.066042
1084,3001972,1039.2761
1085,3001973,30.076174
1086,3001974,8172.2363
1087,3001975,0.0
1088,3001976,19.066042
1089,3001977,0.0
1090,3001978,0.0
1091,3001979,6.605598
1092,3001980,5752.8545
1093,3001981,2.2507699
1094,3001982,416.219
1095,3001983,2.2507699
1096,3001984,1909.2643
1097,3001985,589.65643
1098,3001986,185.25868
1099,3001987,20.25444
1100,3001988,20.25444
1101,3001989,6906.012
1102,3001990,2.2507699
1103,3001991,2.2507699
1104,3001992,6.605598
1105,3001993,31.916523
1106,3001994,2.2507699
1107,3001995,200.27568
1108,3001996,2.2507699
1109,3001997,125.07792
1110,3001998,30.6644
1111,3001999,135.04713
1112,3002000,2.2507699
1113,3002001,13.628812
1114,3002002,281.99808
1115,3002003,2.2507699
1116,3002004,2.2507699
1117,3002005,28.894058
1118,3002006,11.818678
1119,3002007,11700.349
1120,3002008,110.03626
1121,3002009,2.2507699
1122,3002010,6.534836
1123,3002011,6.534836
1124,3002012,18.230686
1125,3002013,6420.9478
1126,3002014,0.0
1127,3002015,415.97498
1128,3002016,0.0
1129,3002017,2314.3943
1130,3002018,1499.471
1131,3002019,164.07272
1132,3002020,18.192968
1133,3002021,18.192968
1134,3002022,8946.609
1135,3002023,0.0
1136,3002024,0.0
1137,3002025,18.230686
1138,3002026,0.0
1139,3002027,0.0
1140,3002028,175.21384
1141,3002029,0.0
1142,3002030,126.61243
1143,3002031,0.0
1144,3002032,62.67862
1145,3002033,0.0
1146,3002034,9.420997
1147,3002035,164.07272
1148,3002036,0.0
1149,3002037,0.0
1150,3002038,0.0
1151,3002039,6.5853343
1152,3002040,12541.5205
1153,3002041,118.93468
1154,3002042,0.0
1155,3002043,0.0
1156,3002044,0.0
1157,3002045,11.844558
1158,3002046,5913.367
1159,3002047,0.0
1160,3002048,496.09357
1161,3002049,0.0
1162,3002050,2106.071
1163,3002051,550.39465
1164,3002052,145.06192
1165,3002053,17.105556
1166,3002054,17.105556
1167,3002055,7149.719
1168,3002056,0.0
1169,3002057,0.0
1170,3002058,11.844558
1171,3002059,0.0
1172,3002060,0.0
1173,3002061,95.87775
1174,3002062,0.0
1175,3002063,121.8088
1176,3002064,0.0
1177,3002065,81.25557
1178,3002066,0.0
1179,3002067,0.0
1180,3002068,145.06192
1181,3002069,0.0
1182,3002070,13.146245
1183,3002071,798.8288
1184,3002072,9.943369
1185,3002073,12348.57
1186,3002074,82.33902
1187,3002075,0.0
1188,3002076,0.0
1189,3002077,0.0
1190,3002078,30.168907
1191,3002079,5990.9146
1192,3002080,22.96731
1193,3002081,516.7285
1194,3002082,22.96731
1195,3002083,2045.7444
1196,3002084,559.0458
1197,3002085,0.0
1198,3002086,43.190582
1199,3002087,43.190582
1200,3002088,6929.183
1201,3002089,22.96731
1202,3002090,22.96731
1203,3002091,30.168907
1204,3002092,0.0
1205,3002093,22.96731
1206,3002094,0.0
1207,3002095,22.96731
1208,3002096,0.0
1209,3002097,44.70638
1210,3002098,0.0
1211,3002099,22.96731
1212,3002100,22.370998
1213,3002101,0.0
1214,3002102,22.96731
1215,3002103,22.96731
1216,3002104,84.40907
1217,3002105,37.6219
1218,3002106,12973.146
1219,3002107,0.0
1220,3002108,22.96731
1221,3002109,0.0
1222,3002110,0.0
1223,3002111,11.248412
1224,3002112,6668.5693
1225,3002113,0.0
1226,3002114,393.2292
1227,3002115,0.0
1228,3002116,2062.781
1229,3002117,1548.6024
1230,3002118,135.71567
1231,3002119,0.0
1232,3002120,0.0
1233,3002121,7555.8687
1234,3002122,0.0
1235,3002123,0.0
1236,3002124,11.248412
1237,3002125,49.751274
1238,3002126,0.0
1239,3002127,176.47868
1240,3002128,0.0
1241,3002129,112.15207
1242,3002130,48.499138
1243,3002131,113.52127
1244,3002132,0.0
1245,3002133,11.712235
1246,3002134,135.71567
1247,3002135,0.0
1248,3002136,0.0
1249,3002137,0.0
1250,3002138,0.0
1251,3002139,7537.1304
1252,3002140,56.593735
1253,3002141,0.0
1254,3002142,0.0
1255,3002143,0.0
1256,3002144,295.46768
1257,3002145,7755.9116
1258,3002146,8.86139
1259,3002147,1278.6796
1260,3002148,8.86139
1261,3002149,2790.6384
1262,3002150,1467.2372
1263,3002151,923.05505
1264,3002152,54.706474
